,DeFi,Exchange / Trading Infrastructure,Meme,Oracle / Middleware,Other,Payments,Privacy,RWA / Yield Protocol,Smart Contract Platform / L1,Store of Value
2021-02-05,0.3493175560999514,0.0,0.30523478107749386,0.0,0.0,0.0,0.0,0.0,0.3454476628225547,0.0
2021-02-06,0.3013423494217002,0.0,0.34996068848580614,0.0,0.0,0.0,0.0,0.0,0.3486969620924936,0.0
2021-02-07,0.26003311536215024,0.0,0.42433900524798635,0.0,0.0,0.0,0.0,0.0,0.31562787938986325,0.0
2021-02-08,0.26305134241052314,0.0,0.4085127053205883,0.0,0.0,0.0,0.0,0.0,0.32843595226888844,0.0
2021-02-09,0.27391308842512985,0.0,0.37773336346477404,0.0,0.0,0.0,0.0,0.0,0.34835354811009606,0.0
2021-02-10,0.26413829284648427,0.0,0.356965977343407,0.0,0.0,0.0,0.0,0.0,0.3788957298101087,0.0
2021-02-11,0.26915144146495906,0.0,0.3421992384650772,0.0,0.0,0.0,0.0,0.0,0.38864932006996367,0.0
2021-02-12,0.27059471789174755,0.0,0.3338697839223296,0.0,0.0,0.0,0.0,0.0,0.3955354981859229,0.0
2021-02-13,0.26642505206928135,0.0,0.3302326909561462,0.0,0.0,0.0,0.0,0.0,0.4033422569745725,0.0
2021-02-14,0.2686730838954639,0.0,0.32774284644526647,0.0,0.0,0.0,0.0,0.0,0.40358406965926963,0.0
2021-02-15,0.2676356047476104,0.0,0.3068449093852454,0.0,0.0,0.0,0.0,0.0,0.4255194858671441,0.0
2021-02-16,0.26303493352162255,0.0,0.2915655234142784,0.0,0.0,0.0,0.0,0.0,0.4453995430640989,0.0
2021-02-17,0.27319650995440714,0.0,0.2671745822740873,0.0,0.0,0.0,0.0,0.0,0.45962890777150545,0.0
2021-02-18,0.25506548535418666,0.0,0.30630436217884505,0.0,0.0,0.0,0.0,0.0,0.4386301524669682,0.0
2021-02-19,0.24560634151876853,0.0,0.2862839822640837,0.0,0.0,0.0,0.0,0.0,0.4681096762171477,0.0
2021-02-20,0.26604980634330044,0.0,0.24914560818833564,0.0,0.0,0.0,0.0,0.0,0.4848045854683639,0.0
2021-02-21,0.2625592754227318,0.0,0.2562198527150468,0.0,0.0,0.0,0.0,0.0,0.4812208718622214,0.0
2021-02-22,0.25665412624400896,0.0,0.25522499894472794,0.0,0.0,0.0,0.0,0.0,0.4881208748112631,0.0
2021-02-23,0.2580663789857566,0.0,0.2539783470861099,0.0,0.0,0.0,0.0,0.0,0.4879552739281334,0.0
2021-02-24,0.24501047054854602,0.0,0.28079217569027715,0.0,0.0,0.0,0.0,0.0,0.47419735376117683,0.0
2021-02-25,0.2395042850267827,0.0,0.264553755624214,0.0,0.0,0.0,0.0,0.0,0.4959419593490033,0.0
2021-02-26,0.22395908866822636,0.0,0.2550973809890093,0.0,0.0,0.0,0.0,0.0,0.5209435303427643,0.0
2021-02-27,0.22097190649607926,0.0,0.24367871381577816,0.0,0.0,0.0,0.0,0.0,0.5353493796881423,0.0
2021-02-28,0.22136036025210626,0.0,0.23776995352111674,0.0,0.0,0.0,0.0,0.0,0.5408696862267768,0.0
2021-03-01,0.0,0.3644996992209414,0.31590604295473623,0.0,0.0,0.0,0.0,0.0,0.3195942578243224,0.0
2021-03-02,0.0,0.3582082863011686,0.32784006106601393,0.0,0.0,0.0,0.0,0.0,0.31395165263281755,0.0
2021-03-03,0.0,0.3586548544107893,0.32825299602877045,0.0,0.0,0.0,0.0,0.0,0.31309214956044024,0.0
2021-03-04,0.0,0.3579485567952995,0.3397959380404939,0.0,0.0,0.0,0.0,0.0,0.3022555051642065,0.0
2021-03-05,0.0,0.3552051198406028,0.33950236820107516,0.0,0.0,0.0,0.0,0.0,0.30529251195832197,0.0
2021-03-06,0.0,0.3519665227631405,0.34528755197708194,0.0,0.0,0.0,0.0,0.0,0.3027459252597776,0.0
2021-03-07,0.0,0.35879881820040244,0.33959843937716006,0.0,0.0,0.0,0.0,0.0,0.3016027424224375,0.0
2021-03-08,0.0,0.33897008076516894,0.38110208703877163,0.0,0.0,0.0,0.0,0.0,0.27992783219605955,0.0
2021-03-09,0.0,0.38562010746129993,0.33239304778099443,0.0,0.0,0.0,0.0,0.0,0.28198684475770575,0.0
2021-03-10,0.0,0.38348662738104666,0.3353041544926577,0.0,0.0,0.0,0.0,0.0,0.28120921812629573,0.0
2021-03-11,0.0,0.3854588707946863,0.3243957909962947,0.0,0.0,0.0,0.0,0.0,0.2901453382090191,0.0
2021-03-12,0.0,0.3741122233267254,0.34249602359427217,0.0,0.0,0.0,0.0,0.0,0.28339175307900244,0.0
2021-03-13,0.0,0.36361131661861096,0.358593087694759,0.0,0.0,0.0,0.0,0.0,0.2777955956866299,0.0
2021-03-14,0.0,0.3669509060624308,0.35434524501198833,0.0,0.0,0.0,0.0,0.0,0.2787038489255808,0.0
2021-03-15,0.0,0.36379369659739236,0.35568587288731546,0.0,0.0,0.0,0.0,0.0,0.28052043051529213,0.0
2021-03-16,0.0,0.357309872531857,0.35386657256365484,0.0,0.0,0.0,0.0,0.0,0.2888235549044882,0.0
2021-03-17,0.0,0.3619339139100843,0.33725092396473955,0.0,0.0,0.0,0.0,0.0,0.3008151621251762,0.0
2021-03-18,0.0,0.3608963265057256,0.34513060387047284,0.0,0.0,0.0,0.0,0.0,0.2939730696238016,0.0
2021-03-19,0.0,0.3585363949101424,0.34541867891808603,0.0,0.0,0.0,0.0,0.0,0.2960449261717718,0.0
2021-03-20,0.0,0.3615080604596132,0.3511470188113599,0.0,0.0,0.0,0.0,0.0,0.28734492072902706,0.0
2021-03-21,0.0,0.3656076933112279,0.3445429182393391,0.0,0.0,0.0,0.0,0.0,0.2898493884494332,0.0
2021-03-22,0.0,0.36351460061787677,0.34051936655827364,0.0,0.0,0.0,0.0,0.0,0.2959660328238497,0.0
2021-03-23,0.0,0.36904882284407575,0.3371371156708088,0.0,0.0,0.0,0.0,0.0,0.2938140614851155,0.0
2021-03-24,0.0,0.3724509889093385,0.33614280539880975,0.0,0.0,0.0,0.0,0.0,0.2914062056918519,0.0
2021-03-25,0.0,0.3603670249495867,0.34426487544935586,0.0,0.0,0.0,0.0,0.0,0.2953680996010576,0.0
2021-03-26,0.0,0.3613483282959292,0.3333060435727431,0.0,0.0,0.0,0.0,0.0,0.3053456281313278,0.0
2021-03-27,0.0,0.3672855842119877,0.3236932275969324,0.0,0.0,0.0,0.0,0.0,0.30902118819108,0.0
2021-03-28,0.0,0.3622814251774111,0.3151938214412999,0.0,0.0,0.0,0.0,0.0,0.32252475338128916,0.0
2021-03-29,0.0,0.3629667142469996,0.3109104905177376,0.0,0.0,0.0,0.0,0.0,0.3261227952352629,0.0
2021-03-30,0.0,0.39041189797066683,0.2947070982954621,0.0,0.0,0.0,0.0,0.0,0.3148810037338711,0.0
2021-03-31,0.0,0.3835682503888509,0.2971695546897705,0.0,0.0,0.0,0.0,0.0,0.3192621949213787,0.0
2021-04-01,0.0,0.3602661749962179,0.0,0.32682167175128873,0.0,0.0,0.0,0.0,0.31291215325249344,0.0
2021-04-02,0.0,0.3622230479645339,0.0,0.3239000167277394,0.0,0.0,0.0,0.0,0.31387693530772665,0.0
2021-04-03,0.0,0.35753418760477385,0.0,0.32434722147870343,0.0,0.0,0.0,0.0,0.31811859091652267,0.0
2021-04-04,0.0,0.3702400247868312,0.0,0.320458192576334,0.0,0.0,0.0,0.0,0.30930178263683467,0.0
2021-04-05,0.0,0.3840630272720996,0.0,0.31979293912397,0.0,0.0,0.0,0.0,0.2961440336039304,0.0
2021-04-06,0.0,0.40680269409178876,0.0,0.31256601322575595,0.0,0.0,0.0,0.0,0.2806312926824553,0.0
2021-04-07,0.0,0.40120212488167706,0.0,0.30404991318117414,0.0,0.0,0.0,0.0,0.2947479619371488,0.0
2021-04-08,0.0,0.4208776126216566,0.0,0.29248636404401984,0.0,0.0,0.0,0.0,0.2866360233343234,0.0
2021-04-09,0.0,0.4385878596937138,0.0,0.2893106906450831,0.0,0.0,0.0,0.0,0.27210144966120314,0.0
2021-04-10,0.0,0.44956107849365806,0.0,0.287370813999979,0.0,0.0,0.0,0.0,0.26306810750636306,0.0
2021-04-11,0.0,0.47206242045411884,0.0,0.2838939766292683,0.0,0.0,0.0,0.0,0.24404360291661295,0.0
2021-04-12,0.0,0.5125604978555975,0.0,0.2594706036195029,0.0,0.0,0.0,0.0,0.2279688985248995,0.0
2021-04-13,0.0,0.48249784860979794,0.0,0.27379202680530434,0.0,0.0,0.0,0.0,0.24371012458489766,0.0
2021-04-14,0.0,0.4704995692020069,0.0,0.29612416364338223,0.0,0.0,0.0,0.0,0.2333762671546108,0.0
2021-04-15,0.0,0.4567155228858663,0.0,0.29890506885464957,0.0,0.0,0.0,0.0,0.24437940825948412,0.0
2021-04-16,0.0,0.43477785911462363,0.0,0.3078584984245072,0.0,0.0,0.0,0.0,0.2573636424608692,0.0
2021-04-17,0.0,0.4486489470926259,0.0,0.3033993499180558,0.0,0.0,0.0,0.0,0.24795170298931823,0.0
2021-04-18,0.0,0.4550015660075964,0.0,0.3068355270402519,0.0,0.0,0.0,0.0,0.2381629069521517,0.0
2021-04-19,0.0,0.47813035492427286,0.0,0.2904684706960497,0.0,0.0,0.0,0.0,0.23140117437967744,0.0
2021-04-20,0.0,0.5057727466068306,0.0,0.2772045514558856,0.0,0.0,0.0,0.0,0.2170227019372838,0.0
2021-04-21,0.0,0.4996088036621313,0.0,0.27863529065995485,0.0,0.0,0.0,0.0,0.22175590567791387,0.0
2021-04-22,0.0,0.48934062984399834,0.0,0.28663031197859956,0.0,0.0,0.0,0.0,0.2240290581774021,0.0
2021-04-23,0.0,0.5006659455985271,0.0,0.2757602300184699,0.0,0.0,0.0,0.0,0.22357382438300294,0.0
2021-04-24,0.0,0.49972404963495987,0.0,0.2673291857740212,0.0,0.0,0.0,0.0,0.2329467645910188,0.0
2021-04-25,0.0,0.49155186444505083,0.0,0.2608255331708268,0.0,0.0,0.0,0.0,0.24762260238412237,0.0
2021-04-26,0.0,0.48126682469998344,0.0,0.27240093712130775,0.0,0.0,0.0,0.0,0.2463322381787087,0.0
2021-04-27,0.0,0.49062625441481006,0.0,0.26720284604312927,0.0,0.0,0.0,0.0,0.2421708995420607,0.0
2021-04-28,0.0,0.4939294837746011,0.0,0.26820703070657265,0.0,0.0,0.0,0.0,0.23786348551882627,0.0
2021-04-29,0.0,0.5126621900351577,0.0,0.26138554022431204,0.0,0.0,0.0,0.0,0.22595226974053043,0.0
2021-04-30,0.0,0.5110994289213877,0.0,0.266616439683766,0.0,0.0,0.0,0.0,0.22228413139484646,0.0
2021-05-01,0.3056340124111663,0.0,0.36902548538985863,0.0,0.0,0.32534050219897503,0.0,0.0,0.0,0.0
2021-05-02,0.32275744231657566,0.0,0.3522094950017748,0.0,0.0,0.32503306268164944,0.0,0.0,0.0,0.0
2021-05-03,0.30527284069398464,0.0,0.3915965831527667,0.0,0.0,0.3031305761532486,0.0,0.0,0.0,0.0
2021-05-04,0.2803539618472245,0.0,0.4597934506545084,0.0,0.0,0.2598525874982671,0.0,0.0,0.0,0.0
2021-05-05,0.25172145437106713,0.0,0.49069232713115113,0.0,0.0,0.25758621849778174,0.0,0.0,0.0,0.0
2021-05-06,0.25467617367856676,0.0,0.46485529247802443,0.0,0.0,0.2804685338434088,0.0,0.0,0.0,0.0
2021-05-07,0.23069462020679177,0.0,0.503504543067861,0.0,0.0,0.26580083672534727,0.0,0.0,0.0,0.0
2021-05-08,0.24418607311187343,0.0,0.48523699852403773,0.0,0.0,0.2705769283640888,0.0,0.0,0.0,0.0
2021-05-09,0.2571448147809098,0.0,0.45580445819846804,0.0,0.0,0.28705072702062207,0.0,0.0,0.0,0.0
2021-05-10,0.2792785575588008,0.0,0.4195068315849128,0.0,0.0,0.3012146108562863,0.0,0.0,0.0,0.0
2021-05-11,0.27280059034772897,0.0,0.43359786090986324,0.0,0.0,0.2936015487424076,0.0,0.0,0.0,0.0
2021-05-12,0.29219741502920255,0.0,0.41591688915957287,0.0,0.0,0.29188569581122453,0.0,0.0,0.0,0.0
2021-05-13,0.26131781488606665,0.0,0.4629194859774467,0.0,0.0,0.2757626991364867,0.0,0.0,0.0,0.0
2021-05-14,0.25648433039395746,0.0,0.48094771869486186,0.0,0.0,0.26256795091118074,0.0,0.0,0.0,0.0
2021-05-15,0.2499833880203022,0.0,0.4703625845119338,0.0,0.0,0.27965402746776413,0.0,0.0,0.0,0.0
2021-05-16,0.250421335979899,0.0,0.4741187353896588,0.0,0.0,0.2754599286304423,0.0,0.0,0.0,0.0
2021-05-17,0.2422538578400314,0.0,0.4744597818049266,0.0,0.0,0.2832863603550421,0.0,0.0,0.0,0.0
2021-05-18,0.2476812123761723,0.0,0.4587235487838446,0.0,0.0,0.2935952388399833,0.0,0.0,0.0,0.0
2021-05-19,0.23189857932092475,0.0,0.4764905645270753,0.0,0.0,0.2916108561520002,0.0,0.0,0.0,0.0
2021-05-20,0.2331065558846911,0.0,0.4821513378170601,0.0,0.0,0.28474210629824903,0.0,0.0,0.0,0.0
2021-05-21,0.22330168997401098,0.0,0.5008029165478121,0.0,0.0,0.2758953934781772,0.0,0.0,0.0,0.0
2021-05-22,0.21970206374670365,0.0,0.5117677344502783,0.0,0.0,0.26853020180301823,0.0,0.0,0.0,0.0
2021-05-23,0.20882637034377005,0.0,0.5235381327364298,0.0,0.0,0.26763549691980043,0.0,0.0,0.0,0.0
2021-05-24,0.23686192951522597,0.0,0.49418704542310754,0.0,0.0,0.2689510250616668,0.0,0.0,0.0,0.0
2021-05-25,0.24614576617322892,0.0,0.47977623546891646,0.0,0.0,0.27407799835785496,0.0,0.0,0.0,0.0
2021-05-26,0.25963873778613655,0.0,0.4553859662646921,0.0,0.0,0.28497529594917165,0.0,0.0,0.0,0.0
2021-05-27,0.2629981513929419,0.0,0.45498013184998654,0.0,0.0,0.2820217167570718,0.0,0.0,0.0,0.0
2021-05-28,0.25828398472164754,0.0,0.4639148716673964,0.0,0.0,0.2778011436109563,0.0,0.0,0.0,0.0
2021-05-29,0.24822077008747112,0.0,0.48033396579274534,0.0,0.0,0.27144526411978387,0.0,0.0,0.0,0.0
2021-05-30,0.2607471939437449,0.0,0.4572152433787559,0.0,0.0,0.2820375626774996,0.0,0.0,0.0,0.0
2021-05-31,0.2610680204977719,0.0,0.4436316253379856,0.0,0.0,0.29530035416424283,0.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,0.0,0.3352927396857083,0.0,0.0,0.0,0.3427256406159414,0.0,0.0,0.3219816196983504,0.0
2021-09-02,0.0,0.31923973391296967,0.0,0.0,0.0,0.3403606109560079,0.0,0.0,0.3403996551310226,0.0
2021-09-03,0.0,0.313445637119875,0.0,0.0,0.0,0.3354608706423421,0.0,0.0,0.3510934922377831,0.0
2021-09-04,0.0,0.32218585614520817,0.0,0.0,0.0,0.335735403836808,0.0,0.0,0.342078740017984,0.0
2021-09-05,0.0,0.31379071233777833,0.0,0.0,0.0,0.33933222353377746,0.0,0.0,0.34687706412844455,0.0
2021-09-06,0.0,0.3024323154506954,0.0,0.0,0.0,0.3378320105515292,0.0,0.0,0.3597356739977756,0.0
2021-09-07,0.0,0.28923333370986953,0.0,0.0,0.0,0.3123742219873935,0.0,0.0,0.3983924443027372,0.0
2021-09-08,0.0,0.28053146050982675,0.0,0.0,0.0,0.29681316312946404,0.0,0.0,0.4226553763607094,0.0
2021-09-09,0.0,0.28254475930809175,0.0,0.0,0.0,0.2967172728345783,0.0,0.0,0.4207379678573301,0.0
2021-09-10,0.0,0.26324256971218374,0.0,0.0,0.0,0.2744257653496566,0.0,0.0,0.4623316649381599,0.0
