date,target_asset,btc_gate_open
2021-05-16,,False
2021-05-17,,False
2021-05-18,,False
2021-05-19,,False
2021-05-20,,False
2021-05-21,,False
2021-05-22,,False
2021-05-23,,False
2021-05-24,,False
2021-05-25,,False
2021-05-26,,False
2021-05-27,,False
2021-05-28,,False
2021-05-29,,False
2021-05-30,,False
2021-05-31,,False
2021-06-01,,False
2021-06-02,,False
2021-06-03,,True
2021-06-04,,True
2021-06-05,,False
2021-06-06,,False
2021-06-07,,False
2021-06-08,,False
2021-06-09,,False
2021-06-10,,True
2021-06-11,,True
2021-06-12,,True
2021-06-13,,True
2021-06-14,,True
2021-06-15,,True
2021-06-16,,True
2021-06-17,,True
2021-06-18,,True
2021-06-19,,True
2021-06-20,,True
2021-06-21,,False
2021-06-22,,False
2021-06-23,,False
2021-06-24,,False
2021-06-25,,False
2021-06-26,,False
2021-06-27,,False
2021-06-28,,False
2021-06-29,,False
2021-06-30,,False
2021-07-01,,False
2021-07-02,,False
2021-07-03,,True
2021-07-04,,True
2021-07-05,,True
2021-07-06,,True
2021-07-07,,True
2021-07-08,,True
2021-07-09,,False
2021-07-10,,False
2021-07-11,,False
2021-07-12,,False
2021-07-13,,False
2021-07-14,,False
2021-07-15,,False
2021-07-16,,False
2021-07-17,,False
2021-07-18,,False
2021-07-19,,False
2021-07-20,,False
2021-07-21,,False
2021-07-22,,False
2021-07-23,,False
2021-07-24,,True
2021-07-25,,True
2021-07-26,,True
2021-07-27,,True
2021-07-28,,True
2021-07-29,,True
2021-07-30,,True
2021-07-31,,True
2021-08-01,,True
2021-08-02,,True
2021-08-03,,True
2021-08-04,,True
2021-08-05,,True
2021-08-06,,True
2021-08-07,,True
2021-08-08,,True
2021-08-09,,True
2021-08-10,,True
2021-08-11,,True
2021-08-12,,True
2021-08-13,,True
2021-08-14,,True
2021-08-15,,True
2021-08-16,,True
2021-08-17,,True
2021-08-18,,True
2021-08-19,,True
2021-08-20,,True
2021-08-21,,True
2021-08-22,,True
2021-08-23,,True
2021-08-24,,True
2021-08-25,,True
2021-08-26,,True
2021-08-27,,True
2021-08-28,,True
2021-08-29,,True
2021-08-30,,True
2021-08-31,,True
2021-09-01,,False
2021-09-02,,False
2021-09-03,,True
2021-09-04,,True
2021-09-05,,True
2021-09-06,,True
2021-09-07,,True
2021-09-08,,False
2021-09-09,,False
2021-09-10,,False
2021-09-11,,False
2021-09-12,,False
2021-09-13,,False
2021-09-14,,False
2021-09-15,,False
2021-09-16,,False
2021-09-17,,False
2021-09-18,,False
2021-09-19,,True
2021-09-20,,True
2021-09-21,,False
2021-09-22,,False
2021-09-23,,False
2021-09-24,,False
2021-09-25,,False
2021-09-26,,False
2021-09-27,,False
2021-09-28,,False
2021-09-29,,False
2021-09-30,,False
2021-10-01,,False
2021-10-02,,True
2021-10-03,,True
2021-10-04,,True
2021-10-05,,True
2021-10-06,,True
2021-10-07,,True
2021-10-08,,True
2021-10-09,,True
2021-10-10,,True
2021-10-11,,True
2021-10-12,,True
2021-10-13,,True
2021-10-14,,True
2021-10-15,,True
2021-10-16,,True
2021-10-17,,True
2021-10-18,,True
2021-10-19,,True
2021-10-20,,True
2021-10-21,,True
2021-10-22,,True
2021-10-23,,True
2021-10-24,,True
2021-10-25,,True
2021-10-26,,True
2021-10-27,,False
2021-10-28,,False
2021-10-29,,False
2021-10-30,,False
2021-10-31,,False
2021-11-01,,False
2021-11-02,,False
2021-11-03,,True
2021-11-04,,True
2021-11-05,,True
2021-11-06,,True
2021-11-07,,True
2021-11-08,,True
2021-11-09,,True
2021-11-10,,True
2021-11-11,,True
2021-11-12,,True
2021-11-13,,True
2021-11-14,,True
2021-11-15,,True
2021-11-16,,True
2021-11-17,,False
2021-11-18,,False
2021-11-19,,False
2021-11-20,,False
2021-11-21,,False
2021-11-22,,False
2021-11-23,,False
2021-11-24,,False
2021-11-25,,False
2021-11-26,,False
2021-11-27,,False
2021-11-28,,False
2021-11-29,,False
2021-11-30,,False
2021-12-01,,False
2021-12-02,,False
2021-12-03,,False
2021-12-04,,False
2021-12-05,,False
2021-12-06,,False
2021-12-07,,False
2021-12-08,,False
2021-12-09,,False
2021-12-10,,False
2021-12-11,,False
2021-12-12,,False
2021-12-13,,False
2021-12-14,,False
2021-12-15,,False
2021-12-16,,False
2021-12-17,,False
2021-12-18,,False
2021-12-19,,False
2021-12-20,,False
2021-12-21,,False
2021-12-22,,False
2021-12-23,,False
2021-12-24,,True
2021-12-25,,True
2021-12-26,,True
2021-12-27,,True
2021-12-28,,True
2021-12-29,,True
2021-12-30,,True
2021-12-31,,True
2022-01-01,,False
2022-01-02,,False
2022-01-03,,False
2022-01-04,,False
2022-01-05,,False
2022-01-06,,False
2022-01-07,,False
2022-01-08,,False
2022-01-09,,False
2022-01-10,,False
2022-01-11,,False
2022-01-12,,False
2022-01-13,,False
2022-01-14,,False
2022-01-15,,False
2022-01-16,,False
2022-01-17,,False
2022-01-18,,False
2022-01-19,,True
2022-01-20,,True
2022-01-21,,False
2022-01-22,,False
2022-01-23,,False
2022-01-24,,False
2022-01-25,,False
2022-01-26,,False
2022-01-27,,False
2022-01-28,,False
2022-01-29,,False
2022-01-30,,False
2022-01-31,,False
2022-02-01,,False
2022-02-02,,True
2022-02-03,,True
2022-02-04,,True
2022-02-05,,True
2022-02-06,,True
2022-02-07,,True
2022-02-08,,True
2022-02-09,,True
2022-02-10,,True
2022-02-11,,True
2022-02-12,ripple,True
2022-02-13,ripple,True
2022-02-14,ripple,True
2022-02-15,ripple,True
2022-02-16,ripple,True
2022-02-17,ripple,True
2022-02-18,,False
2022-02-19,,False
2022-02-20,,False
2022-02-21,,False
2022-02-22,,False
2022-02-23,,False
2022-02-24,,False
2022-02-25,,False
2022-02-26,,False
2022-02-27,,False
2022-02-28,,False
2022-03-01,,True
2022-03-02,,True
2022-03-03,,True
2022-03-04,,True
2022-03-05,terra-luna,True
2022-03-06,terra-luna,True
2022-03-07,terra-luna,True
2022-03-08,,False
2022-03-09,,False
2022-03-10,,True
2022-03-11,,True
2022-03-12,,False
2022-03-13,,False
2022-03-14,,False
2022-03-15,,False
2022-03-16,,True
2022-03-17,,True
2022-03-18,,True
2022-03-19,,True
2022-03-20,,True
2022-03-21,,True
2022-03-22,,True
2022-03-23,,True
2022-03-24,,True
2022-03-25,,True
2022-03-26,ftx-token,True
2022-03-27,ftx-token,True
2022-03-28,ftx-token,True
2022-03-29,ftx-token,True
2022-03-30,ftx-token,True
2022-03-31,ftx-token,True
2022-04-01,ftx-token,True
2022-04-02,ftx-token,True
2022-04-03,ftx-token,True
2022-04-04,ftx-token,True
2022-04-05,ftx-token,True
2022-04-06,ftx-token,True
2022-04-07,,False
2022-04-08,,False
2022-04-09,,False
2022-04-10,,False
2022-04-11,,False
2022-04-12,,False
2022-04-13,,False
2022-04-14,,False
2022-04-15,,False
2022-04-16,,False
2022-04-17,,False
2022-04-18,,False
2022-04-19,,False
2022-04-20,,False
2022-04-21,,False
2022-04-22,,False
2022-04-23,,False
2022-04-24,,False
2022-04-25,,False
2022-04-26,,False
2022-04-27,,False
2022-04-28,,False
2022-04-29,,False
2022-04-30,,False
2022-05-01,,False
2022-05-02,,False
2022-05-03,,False
2022-05-04,,False
2022-05-05,,False
2022-05-06,,False
2022-05-07,,False
2022-05-08,,False
2022-05-09,,False
2022-05-10,,False
2022-05-11,,False
2022-05-12,,False
2022-05-13,,False
2022-05-14,,False
2022-05-15,,False
2022-05-16,,False
2022-05-17,,False
2022-05-18,,False
2022-05-19,,False
2022-05-20,,False
2022-05-21,,False
2022-05-22,,False
2022-05-23,,True
2022-05-24,,True
2022-05-25,,True
2022-05-26,,False
2022-05-27,,False
2022-05-28,,False
2022-05-29,,False
2022-05-30,,True
2022-05-31,,True
2022-06-01,,True
2022-06-02,,True
2022-06-03,,True
2022-06-04,,True
2022-06-05,,True
2022-06-06,,True
2022-06-07,,True
2022-06-08,,True
2022-06-09,,True
2022-06-10,,True
2022-06-11,,False
2022-06-12,,False
2022-06-13,,False
2022-06-14,,False
2022-06-15,,False
2022-06-16,,False
2022-06-17,,False
2022-06-18,,False
2022-06-19,,False
2022-06-20,,False
2022-06-21,,False
2022-06-22,,False
2022-06-23,,False
2022-06-24,,False
2022-06-25,,False
2022-06-26,,False
2022-06-27,,False
2022-06-28,,False
2022-06-29,,False
2022-06-30,,False
2022-07-01,,False
2022-07-02,,False
2022-07-03,,False
2022-07-04,,False
2022-07-05,,False
2022-07-06,,False
2022-07-07,,False
2022-07-08,,True
2022-07-09,uniswap,True
2022-07-10,uniswap,True
2022-07-11,uniswap,True
2022-07-12,uniswap,True
2022-07-13,uniswap,True
2022-07-14,uniswap,True
2022-07-15,uniswap,True
2022-07-16,uniswap,True
2022-07-17,uniswap,True
2022-07-18,uniswap,True
2022-07-19,uniswap,True
2022-07-20,uniswap,True
2022-07-21,uniswap,True
2022-07-22,uniswap,True
2022-07-23,uniswap,True
2022-07-24,uniswap,True
2022-07-25,uniswap,True
2022-07-26,uniswap,True
2022-07-27,uniswap,True
2022-07-28,uniswap,True
2022-07-29,uniswap,True
2022-07-30,ethereum-classic,True
2022-07-31,ethereum-classic,True
2022-08-01,ethereum-classic,True
2022-08-02,ethereum-classic,True
2022-08-03,ethereum-classic,True
2022-08-04,ethereum-classic,True
2022-08-05,ethereum-classic,True
2022-08-06,ethereum-classic,True
2022-08-07,ethereum-classic,True
2022-08-08,ethereum-classic,True
2022-08-09,,False
2022-08-10,,False
2022-08-11,,True
2022-08-12,,True
2022-08-13,,True
2022-08-14,,True
2022-08-15,,True
2022-08-16,,True
2022-08-17,,True
2022-08-18,,True
2022-08-19,,True
2022-08-20,,False
2022-08-21,,False
2022-08-22,,False
2022-08-23,,False
2022-08-24,,False
2022-08-25,,False
2022-08-26,,False
2022-08-27,,False
2022-08-28,,False
2022-08-29,,False
2022-08-30,,False
2022-08-31,,False
2022-09-01,,False
2022-09-02,,False
2022-09-03,,False
2022-09-04,,False
2022-09-05,,False
2022-09-06,,False
2022-09-07,,False
2022-09-08,,False
2022-09-09,,False
2022-09-10,cosmos,True
2022-09-11,cosmos,True
2022-09-12,cosmos,True
2022-09-13,cosmos,True
2022-09-14,cosmos,True
2022-09-15,cosmos,True
2022-09-16,,False
2022-09-17,,False
2022-09-18,,True
2022-09-19,,True
2022-09-20,,True
2022-09-21,,False
2022-09-22,,False
2022-09-23,,False
2022-09-24,,False
2022-09-25,,False
2022-09-26,,False
2022-09-27,,False
2022-09-28,,False
2022-09-29,,False
2022-09-30,,False
2022-10-01,,False
2022-10-02,,True
2022-10-03,,True
2022-10-04,,True
2022-10-05,,True
2022-10-06,,True
2022-10-07,,True
2022-10-08,,True
2022-10-09,,True
2022-10-10,,True
2022-10-11,,False
2022-10-12,,False
2022-10-13,,False
2022-10-14,,False
2022-10-15,,False
2022-10-16,,False
2022-10-17,,False
2022-10-18,,False
2022-10-19,,False
2022-10-20,,False
2022-10-21,,False
2022-10-22,,True
2022-10-23,,True
2022-10-24,,True
2022-10-25,,True
2022-10-26,,True
2022-10-27,,True
2022-10-28,,True
2022-10-29,,True
2022-10-30,,True
2022-10-31,,True
2022-11-01,,True
2022-11-02,,True
2022-11-03,,True
2022-11-04,,True
2022-11-05,,True
2022-11-06,,True
2022-11-07,,True
2022-11-08,,True
2022-11-09,,False
2022-11-10,,False
2022-11-11,,False
2022-11-12,,False
2022-11-13,,False
2022-11-14,,False
2022-11-15,,False
2022-11-16,,False
2022-11-17,,False
2022-11-18,,False
2022-11-19,,False
2022-11-20,,False
2022-11-21,,False
2022-11-22,,False
2022-11-23,,False
2022-11-24,,False
2022-11-25,,False
2022-11-26,,False
2022-11-27,,False
2022-11-28,,False
2022-11-29,,False
2022-11-30,,False
2022-12-01,,True
2022-12-02,,True
2022-12-03,litecoin,True
2022-12-04,litecoin,True
2022-12-05,litecoin,True
2022-12-06,litecoin,True
2022-12-07,litecoin,True
2022-12-08,litecoin,True
2022-12-09,litecoin,True
2022-12-10,litecoin,True
2022-12-11,litecoin,True
2022-12-12,litecoin,True
2022-12-13,litecoin,True
2022-12-14,litecoin,True
2022-12-15,litecoin,True
2022-12-16,litecoin,True
2022-12-17,,False
2022-12-18,,False
2022-12-19,,False
2022-12-20,,False
2022-12-21,,False
2022-12-22,,False
2022-12-23,,False
2022-12-24,,False
2022-12-25,,False
2022-12-26,,False
2022-12-27,,False
2022-12-28,,False
2022-12-29,,False
2022-12-30,,False
2022-12-31,,False
2023-01-01,,False
2023-01-02,,False
2023-01-03,,False
2023-01-04,,False
2023-01-05,,False
2023-01-06,,False
2023-01-07,,True
2023-01-08,,True
2023-01-09,,True
2023-01-10,,True
2023-01-11,,True
2023-01-12,,True
2023-01-13,,True
2023-01-14,avalanche-2,True
2023-01-15,avalanche-2,True
2023-01-16,avalanche-2,True
2023-01-17,avalanche-2,True
2023-01-18,avalanche-2,True
2023-01-19,avalanche-2,True
2023-01-20,avalanche-2,True
2023-01-21,avalanche-2,True
2023-01-22,avalanche-2,True
2023-01-23,avalanche-2,True
2023-01-24,avalanche-2,True
2023-01-25,avalanche-2,True
2023-01-26,avalanche-2,True
2023-01-27,avalanche-2,True
2023-01-28,avalanche-2,True
2023-01-29,avalanche-2,True
2023-01-30,avalanche-2,True
2023-01-31,avalanche-2,True
2023-02-01,avalanche-2,True
2023-02-02,avalanche-2,True
2023-02-03,avalanche-2,True
2023-02-04,shiba-inu,True
2023-02-05,shiba-inu,True
2023-02-06,,False
2023-02-07,,False
2023-02-08,,False
2023-02-09,,False
2023-02-10,,False
2023-02-11,,False
2023-02-12,,False
2023-02-13,,False
2023-02-14,,False
2023-02-15,,False
2023-02-16,,True
2023-02-17,,True
2023-02-18,,True
2023-02-19,,True
2023-02-20,,True
2023-02-21,,True
2023-02-22,,True
2023-02-23,,True
2023-02-24,,True
2023-02-25,tron,True
2023-02-26,tron,True
2023-02-27,,False
2023-02-28,,False
2023-03-01,,False
2023-03-02,,False
2023-03-03,,False
2023-03-04,,False
2023-03-05,,False
2023-03-06,,False
2023-03-07,,False
2023-03-08,,False
2023-03-09,,False
2023-03-10,,False
2023-03-11,,False
2023-03-12,,False
2023-03-13,,False
2023-03-14,,True
2023-03-15,,True
2023-03-16,,True
2023-03-17,,True
2023-03-18,binancecoin,True
2023-03-19,binancecoin,True
2023-03-20,binancecoin,True
2023-03-21,binancecoin,True
2023-03-22,binancecoin,True
2023-03-23,binancecoin,True
2023-03-24,binancecoin,True
2023-03-25,binancecoin,True
2023-03-26,binancecoin,True
2023-03-27,binancecoin,True
2023-03-28,binancecoin,True
2023-03-29,binancecoin,True
2023-03-30,binancecoin,True
2023-03-31,binancecoin,True
2023-04-01,binancecoin,True
2023-04-02,binancecoin,True
2023-04-03,binancecoin,True
2023-04-04,binancecoin,True
2023-04-05,binancecoin,True
2023-04-06,binancecoin,True
2023-04-07,binancecoin,True
2023-04-08,ethereum,True
2023-04-09,ethereum,True
2023-04-10,ethereum,True
2023-04-11,ethereum,True
2023-04-12,ethereum,True
2023-04-13,ethereum,True
2023-04-14,ethereum,True
2023-04-15,ethereum,True
2023-04-16,ethereum,True
2023-04-17,ethereum,True
2023-04-18,ethereum,True
2023-04-19,ethereum,True
2023-04-20,ethereum,True
2023-04-21,,False
2023-04-22,,False
2023-04-23,,False
2023-04-24,,False
2023-04-25,,False
2023-04-26,,False
2023-04-27,,False
2023-04-28,,False
2023-04-29,,False
2023-04-30,,False
2023-05-01,,False
2023-05-02,,False
2023-05-03,,True
2023-05-04,,True
2023-05-05,,True
2023-05-06,,True
2023-05-07,,True
2023-05-08,,True
2023-05-09,,False
2023-05-10,,False
2023-05-11,,False
2023-05-12,,False
2023-05-13,,False
2023-05-14,,False
2023-05-15,,False
2023-05-16,,False
2023-05-17,,False
2023-05-18,,False
2023-05-19,,False
2023-05-20,,False
2023-05-21,,False
2023-05-22,,False
2023-05-23,,False
2023-05-24,,False
2023-05-25,,False
2023-05-26,,False
2023-05-27,,False
2023-05-28,,False
2023-05-29,,True
2023-05-30,,True
2023-05-31,,True
2023-06-01,,True
2023-06-02,,True
2023-06-03,,True
2023-06-04,,True
2023-06-05,,True
2023-06-06,,True
2023-06-07,,True
2023-06-08,,False
2023-06-09,,False
2023-06-10,,False
2023-06-11,,False
2023-06-12,,False
2023-06-13,,False
2023-06-14,,False
2023-06-15,,False
2023-06-16,,False
2023-06-17,,False
2023-06-18,,False
2023-06-19,,False
2023-06-20,,True
2023-06-21,,True
2023-06-22,,True
2023-06-23,,True
2023-06-24,,True
2023-06-25,,True
2023-06-26,,True
2023-06-27,,True
2023-06-28,,True
2023-06-29,,True
2023-06-30,,True
2023-07-01,stellar,True
2023-07-02,stellar,True
2023-07-03,stellar,True
2023-07-04,stellar,True
2023-07-05,stellar,True
2023-07-06,,False
2023-07-07,,False
2023-07-08,,False
2023-07-09,,False
2023-07-10,,False
2023-07-11,,False
2023-07-12,,False
2023-07-13,,False
2023-07-14,,False
2023-07-15,,False
2023-07-16,,False
2023-07-17,,False
2023-07-18,,False
2023-07-19,,False
2023-07-20,,False
2023-07-21,,False
2023-07-22,,False
2023-07-23,,False
2023-07-24,,False
2023-07-25,,False
2023-07-26,,False
2023-07-27,,False
2023-07-28,,False
2023-07-29,,False
2023-07-30,,False
2023-07-31,,False
2023-08-01,,False
2023-08-02,,False
2023-08-03,,False
2023-08-04,,False
2023-08-05,,False
2023-08-06,,False
2023-08-07,,False
2023-08-08,,False
2023-08-09,,True
2023-08-10,,True
2023-08-11,,True
2023-08-12,shiba-inu,True
2023-08-13,shiba-inu,True
2023-08-14,shiba-inu,True
2023-08-15,shiba-inu,True
2023-08-16,shiba-inu,True
2023-08-17,,False
2023-08-18,,False
2023-08-19,,False
2023-08-20,,False
2023-08-21,,False
2023-08-22,,False
2023-08-23,,False
2023-08-24,,False
2023-08-25,,False
2023-08-26,,False
2023-08-27,,False
2023-08-28,,False
2023-08-29,,False
2023-08-30,,True
2023-08-31,,True
2023-09-01,,False
2023-09-02,,False
2023-09-03,,False
2023-09-04,,False
2023-09-05,,False
2023-09-06,,False
2023-09-07,,False
2023-09-08,,False
2023-09-09,,False
2023-09-10,,False
2023-09-11,,False
2023-09-12,,False
2023-09-13,,True
2023-09-14,,True
2023-09-15,,True
2023-09-16,,True
2023-09-17,,True
2023-09-18,,True
2023-09-19,,True
2023-09-20,,True
2023-09-21,,True
2023-09-22,,True
2023-09-23,tron,True
2023-09-24,tron,True
2023-09-25,tron,True
2023-09-26,,False
2023-09-27,,False
2023-09-28,,False
2023-09-29,,True
2023-09-30,,True
2023-10-01,,True
2023-10-02,,True
2023-10-03,,True
2023-10-04,,True
2023-10-05,,True
2023-10-06,,True
2023-10-07,,True
2023-10-08,,True
2023-10-09,,True
2023-10-10,,True
2023-10-11,,True
2023-10-12,,False
2023-10-13,,False
2023-10-14,,False
2023-10-15,,False
2023-10-16,,False
2023-10-17,,True
2023-10-18,,True
2023-10-19,,True
2023-10-20,,True
2023-10-21,,True
2023-10-22,,True
2023-10-23,,True
2023-10-24,,True
2023-10-25,,True
2023-10-26,,True
2023-10-27,,True
2023-10-28,,True
2023-10-29,,True
2023-10-30,,True
2023-10-31,,True
2023-11-01,,True
2023-11-02,,True
2023-11-03,,True
2023-11-04,solana,True
2023-11-05,solana,True
2023-11-06,solana,True
2023-11-07,solana,True
2023-11-08,solana,True
2023-11-09,solana,True
2023-11-10,solana,True
2023-11-11,solana,True
2023-11-12,solana,True
2023-11-13,solana,True
2023-11-14,solana,True
2023-11-15,solana,True
2023-11-16,solana,True
2023-11-17,solana,True
2023-11-18,solana,True
2023-11-19,solana,True
2023-11-20,solana,True
2023-11-21,solana,True
2023-11-22,solana,True
2023-11-23,solana,True
2023-11-24,solana,True
2023-11-25,cardano,True
2023-11-26,cardano,True
2023-11-27,cardano,True
2023-11-28,cardano,True
2023-11-29,cardano,True
2023-11-30,cardano,True
2023-12-01,cardano,True
2023-12-02,cardano,True
2023-12-03,cardano,True
2023-12-04,cardano,True
2023-12-05,cardano,True
2023-12-06,cardano,True
2023-12-07,cardano,True
2023-12-08,cardano,True
2023-12-09,cardano,True
2023-12-10,cardano,True
2023-12-11,cardano,True
2023-12-12,cardano,True
2023-12-13,cardano,True
2023-12-14,cardano,True
2023-12-15,cardano,True
2023-12-16,,False
2023-12-17,,False
2023-12-18,,False
2023-12-19,,False
2023-12-20,,False
2023-12-21,,False
2023-12-22,,True
2023-12-23,,True
2023-12-24,,True
2023-12-25,,True
2023-12-26,,True
2023-12-27,,True
2023-12-28,,True
2023-12-29,,True
2023-12-30,,False
2023-12-31,,False
2024-01-01,,False
2024-01-02,,True
2024-01-03,,True
2024-01-04,,True
2024-01-05,,True
2024-01-06,binancecoin,True
2024-01-07,binancecoin,True
2024-01-08,binancecoin,True
2024-01-09,binancecoin,True
2024-01-10,binancecoin,True
2024-01-11,binancecoin,True
2024-01-12,binancecoin,True
2024-01-13,,False
2024-01-14,,False
2024-01-15,,False
2024-01-16,,False
2024-01-17,,False
2024-01-18,,False
2024-01-19,,False
2024-01-20,,False
2024-01-21,,False
2024-01-22,,False
2024-01-23,,False
2024-01-24,,False
2024-01-25,,False
2024-01-26,,False
2024-01-27,,False
2024-01-28,,False
2024-01-29,,False
2024-01-30,,True
2024-01-31,,True
2024-02-01,,True
2024-02-02,,True
2024-02-03,,True
2024-02-04,,True
2024-02-05,,True
2024-02-06,,True
2024-02-07,,True
2024-02-08,,True
2024-02-09,,True
2024-02-10,,True
2024-02-11,,True
2024-02-12,,True
2024-02-13,,True
2024-02-14,,True
2024-02-15,,True
2024-02-16,,True
2024-02-17,tron,True
2024-02-18,tron,True
2024-02-19,tron,True
2024-02-20,tron,True
2024-02-21,tron,True
2024-02-22,tron,True
2024-02-23,tron,True
2024-02-24,tron,True
2024-02-25,tron,True
2024-02-26,tron,True
2024-02-27,tron,True
2024-02-28,tron,True
2024-02-29,tron,True
2024-03-01,tron,True
2024-03-02,tron,True
2024-03-03,tron,True
2024-03-04,tron,True
2024-03-05,tron,True
2024-03-06,tron,True
2024-03-07,tron,True
2024-03-08,tron,True
2024-03-09,near,True
2024-03-10,near,True
2024-03-11,near,True
2024-03-12,near,True
2024-03-13,near,True
2024-03-14,near,True
2024-03-15,near,True
2024-03-16,near,True
2024-03-17,near,True
2024-03-18,near,True
2024-03-19,near,True
2024-03-20,,False
2024-03-21,,False
2024-03-22,,False
2024-03-23,,False
2024-03-24,,False
2024-03-25,,False
2024-03-26,,False
2024-03-27,,True
2024-03-28,,True
2024-03-29,,True
2024-03-30,solana,True
2024-03-31,solana,True
2024-04-01,solana,True
2024-04-02,solana,True
2024-04-03,solana,True
2024-04-04,solana,True
2024-04-05,solana,True
2024-04-06,,False
2024-04-07,,False
2024-04-08,,False
2024-04-09,,False
2024-04-10,,False
2024-04-11,,False
2024-04-12,,False
2024-04-13,,False
2024-04-14,,False
2024-04-15,,False
2024-04-16,,False
2024-04-17,,False
2024-04-18,,False
2024-04-19,,False
2024-04-20,,False
2024-04-21,,False
2024-04-22,,False
2024-04-23,,False
2024-04-24,,False
2024-04-25,,False
2024-04-26,,False
2024-04-27,,False
2024-04-28,,False
2024-04-29,,True
2024-04-30,,True
2024-05-01,,False
2024-05-02,,False
