,TOP20_SECTOR_top3_biweekly__bull_only,TOP20_SECTOR_top4_biweekly__bull_only,SECTOR_V2A_top3_biweekly__bull_only,SECTOR_V2B_top3_biweekly__bull_only,SECTOR_V2C_top3_biweekly__bull_only,TOP20_SECTOR_top4_biweekly__bull_only__BTC_LT_21D,SECTOR_V2B_top3_biweekly__bull_only__BTC_LT_21D
2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-06,0.0,0.0,0.0,0.0,-0.0326070936877475,-0.0020000000000000018,-0.0020000000000000018
2021-11-07,0.0,0.0,0.0,0.0,-0.053433821794336644,-0.0020000000000000018,-0.0020000000000000018
2021-11-08,-0.005238283673910105,0.0,-0.005238283673910105,-0.004264457943133904,-0.08186580035871283,-0.0020000000000000018,-0.0020000000000000018
2021-11-09,-0.029254934254201337,-0.012667005629694472,-0.029254934254201337,-0.026205272019687142,-0.09298849521233299,-0.0020000000000000018,-0.0020000000000000018
2021-11-10,-0.07988123113413792,-0.062271370056306674,-0.07988123113413792,-0.08370710504118883,-0.15786779620870672,-0.0020000000000000018,-0.0020000000000000018
2021-11-11,-0.04368072740406981,-0.030746176917232027,-0.04368072740406981,-0.03931727142033281,-0.07927444342279455,-0.0020000000000000018,-0.0020000000000000018
2021-11-12,-0.07316704999726298,-0.05836277791454603,-0.07316704999726298,-0.07096198605217685,-0.13382888610080956,-0.0020000000000000018,-0.0020000000000000018
2021-11-13,-0.042902105880411434,-0.03438109244705756,-0.042902105880411434,-0.05431484683048393,-0.13773097130330714,-0.0020000000000000018,-0.0020000000000000018
2021-11-14,-0.0444603384204354,-0.03977374582013138,-0.0444603384204354,-0.050764375603497114,-0.12204157797581816,-0.0020000000000000018,-0.0020000000000000018
2021-11-15,-0.05106431443320103,-0.05637104070800425,-0.05106431443320103,-0.05699926339626571,-0.11871633686542726,-0.0020000000000000018,-0.0020000000000000018
2021-11-16,-0.10155502298348829,-0.11568146204085128,-0.10155502298348829,-0.11749982120927804,-0.19584523167227597,-0.0020000000000000018,-0.0020000000000000018
2021-11-17,-0.07793108668767268,-0.09652835074189059,-0.07793108668767268,-0.10237630198844527,-0.19682124536773404,-0.0020000000000000018,-0.0020000000000000018
2021-11-18,-0.1581863460348677,-0.17383469797207396,-0.1581863460348677,-0.18184859445557722,-0.28479146603151984,-0.0020000000000000018,-0.0020000000000000018
2021-11-19,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-11-20,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-11-21,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-11-22,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-11-23,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-11-24,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-11-25,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-11-26,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-11-27,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-11-28,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-11-29,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-11-30,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-01,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-02,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-03,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-04,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-05,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-06,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-07,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-08,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-09,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-10,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-11,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-12,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-13,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-14,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-15,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-16,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-17,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-18,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-19,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-20,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-21,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-22,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-23,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-24,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-25,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-26,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-27,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-28,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-29,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-30,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2021-12-31,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-01,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-02,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-03,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-04,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-05,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-06,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-07,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-08,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-09,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-10,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-11,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-12,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-13,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-14,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-15,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-16,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-17,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-18,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-19,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-20,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-21,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-22,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-23,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-24,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-25,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-26,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-27,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-28,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
2022-01-29,-0.15986997334279807,-0.17548702857612974,-0.15986997334279807,-0.18348489726666617,-0.28622188309945673,-0.0020000000000000018,-0.0020000000000000018
