date,primary_2bps,primary_20bps,primary_50bps,primary_100bps,parameter_ensemble_2bps,parameter_ensemble_20bps,parameter_ensemble_50bps,parameter_ensemble_100bps
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.032903248516071404,0.03186743303869677,0.030141073909738747,0.027263808694809155,0.032903248516071404,0.03186743303869677,0.030141073909738747,0.027263808694809155
2021-01-02,0.12426383521339757,0.12426383521339757,0.12426383521339757,0.12426383521339757,0.12426383521339779,0.12426383521339779,0.12426383521339779,0.12426383521339779
2021-01-03,-0.07189593479768586,-0.07189593479768586,-0.07189593479768586,-0.07189593479768586,-0.06449849477028347,-0.06461190055136945,-0.0648009101865129,-0.06511592624508522
2021-01-04,-0.04473957287716479,-0.04473957287716479,-0.04473957287716479,-0.04473957287716479,-0.04118014631916944,-0.041220864830810555,-0.041288729016878856,-0.04140183599365965
2021-01-05,0.05050176600952483,0.05050176600952483,0.05050176600952483,0.05050176600952483,0.04857747260285672,0.048516371537882685,0.04841453642959226,0.04824481124910829
2021-01-06,0.013941876461558422,0.013941876461558422,0.013941876461558422,0.013941876461558422,0.01276969211951684,0.012718838950600997,0.012634083669074814,0.012492824866531027
2021-01-07,-0.0518836826262874,-0.0518836826262874,-0.0518836826262874,-0.0518836826262874,-0.04740425552145533,-0.04743242191120722,-0.04747936589412738,-0.047557605865660824
2021-01-08,-0.0008097677681812021,-0.0009308519383733893,-0.0011326588886936273,-0.001469003805894209,-0.0010280262431424658,-0.0010572339648086126,-0.0011059135009192644,-0.001187046061103314
2021-01-09,0.012714529552017018,0.012594989285165337,0.01239575550707972,0.01206369921026984,0.012834548609939933,0.012719495570041373,0.01252774050354355,0.012208148726047474
2021-01-10,-0.01420450957520003,-0.014361440489575661,-0.014622992013535119,-0.01505891122013403,-0.014545263689463406,-0.014727613916983517,-0.015031530962850148,-0.015538059372627977
2021-01-11,-0.04307131498369032,-0.0433736758334502,-0.04387761058304973,-0.044717501832382545,-0.04369858185012121,-0.044026475021281875,-0.044572963639883056,-0.04548377800421832
2021-01-12,0.014043341811738053,0.014043341811738053,0.014043341811738053,0.014043341811738053,0.018986687403088842,0.018932698846972906,0.018842717920113383,0.018692749708680623
2021-01-13,0.05379847308202623,0.0533630793252271,0.05263742306389507,0.05142799596167502,0.05281188857044805,0.0522797784222917,0.05139292817536467,0.049914844430486216
2021-01-14,-0.011082125863327463,-0.011822351355166516,-0.013056060508231604,-0.01511224243000664,-0.01243158728413829,-0.013181326645522295,-0.014430892247829008,-0.016513501585006973
2021-01-15,-0.009842933693366307,-0.010434297512090907,-0.01141990387663172,-0.01306258115086667,-0.010406148207664168,-0.010865232485984588,-0.011630372949851586,-0.01290560705629673
2021-01-16,0.07049862741328372,0.07034899983581866,0.0700996205400437,0.069683988380419,0.06723608710120699,0.06707959873319091,0.06681878478649739,0.06638409487534158
2021-01-17,-0.016308079250471397,-0.01659380767655383,-0.017070021720024475,-0.01786371179247581,-0.015226015399901982,-0.01549825409239558,-0.015951985246551614,-0.016708203836811708
2021-01-18,-0.008930793114935609,-0.009103768173033044,-0.00939205993652903,-0.009872546209022226,-0.008754358509434956,-0.00900256294192725,-0.009416236996080962,-0.010105693753003964
2021-01-19,-0.0011369532389384762,-0.001710203231905183,-0.0026656198868497682,-0.004257980978424225,-0.001137405080391285,-0.0016799254360667648,-0.002584126028859046,-0.00409112701684633
2021-01-20,0.034400309586940736,0.0342486768757333,0.033995955690387714,0.03357475371481167,0.034584414694832866,0.034440340118920165,0.034200215825732405,0.033800008670419324
2021-01-21,-0.05147272683697701,-0.05147272683697701,-0.05147272683697701,-0.05147272683697701,-0.051364973123072866,-0.051364973123072866,-0.051364973123072866,-0.051364973123072866
2021-01-22,0.035456954986258005,0.03534169804646625,0.035149603146813035,0.03482944498072449,0.03553510685744743,0.03544615611712931,0.03529790488326601,0.03505081949349376
2021-01-23,0.03512373225361243,0.03512373225361243,0.03512373225361243,0.03512373225361243,0.03384837791138673,0.03380911938817355,0.033743688516151504,0.03363463706278158
2021-01-24,0.01498785314349127,0.014812305454266594,0.014519725972225173,0.014032093502156506,0.012072962301409529,0.011923998847574557,0.011675726424516197,0.011261939052751968
2021-01-25,-0.02298622943073214,-0.02342482022138881,-0.024155804872483255,-0.025374112624307332,-0.022520567726051044,-0.022933269325894234,-0.023621105325632996,-0.024767498658530784
2021-01-26,0.03399147826022508,0.03356199792621006,0.032846197369518215,0.03165319644169884,0.030787580721222563,0.03040422128800313,0.029765288899303854,0.028700401584804913
2021-01-27,0.022604946791381808,0.02217595034781339,0.021460956275199727,0.020269299487509995,0.015566256985831473,0.015226380955538854,0.014659920905051305,0.013715820820905389
2021-01-28,0.015445062165711398,0.015445062165711398,0.015445062165711398,0.015445062165711398,0.01647581005744314,0.01640466893640835,0.01628610040135081,0.01608848617625447
2021-01-29,-0.0019891547275611154,-0.0019891547275611154,-0.0019891547275611154,-0.0019891547275611154,0.00265379549682887,0.0025465960505206553,0.0023679303066739266,0.0020701540669290086
2021-01-30,0.0559951990543861,0.05586215739037259,0.05564042128368385,0.055270861105868985,0.03997463657209033,0.03978454865867498,0.03946773546964999,0.03893971348794123
2021-01-31,-0.017782041827045014,-0.018230110566046842,-0.018976891797716444,-0.02022152718383252,-0.009031841286020748,-0.009417951635700583,-0.010061468885166902,-0.011133997634277693
2021-02-01,0.02663763156511445,0.026266217581336404,0.025647194275039142,0.024615488764544224,0.021836224361421852,0.021601796992036792,0.021211084709728434,0.020559897572547836
2021-02-02,-0.01856033819655034,-0.01856033819655034,-0.01856033819655034,-0.01856033819655034,-0.015739961273933734,-0.01579184116002197,-0.015878307636835953,-0.01602241843152563
2021-02-03,0.014958511991396195,0.014958511991396195,0.014958511991396195,0.014958511991396195,0.017131915150098154,0.017109363719190585,0.01707177800101123,0.017009135137378673
2021-02-04,0.02566840864172648,0.02566840864172648,0.02566840864172648,0.02566840864172648,0.033811763717055854,0.033811763717055854,0.033811763717055854,0.033811763717055854
2021-02-05,-0.004831442026795862,-0.0050769466436065835,-0.005486121004957822,-0.006168078273876554,-0.003951412984202651,-0.004137430594033598,-0.0044474599437520634,-0.004964175526615877
2021-02-06,0.019734042406990726,0.01954768508335092,0.019237089543951535,0.018719430311619156,0.01707339284334841,0.01691350735232855,0.016647031533962187,0.01620290517001788
2021-02-07,0.038502584160888365,0.038502584160888365,0.038502584160888365,0.038502584160888365,0.03088243735820928,0.030838520943540226,0.030765326919091507,0.030643336878343863
2021-02-08,7.58053476472842e-05,7.58053476472842e-05,7.58053476472842e-05,7.58053476472842e-05,0.0006468262762513444,0.0006468262762513444,0.0006468262762513444,0.0006468262762513444
2021-02-09,-0.015320093353517361,-0.015320093353517361,-0.015320093353517361,-0.015320093353517361,-0.009640442412713668,-0.009703346660256629,-0.009808187072828267,-0.009982921093781183
2021-02-10,0.005023070387349504,0.005023070387349504,0.005023070387349504,0.005023070387349504,0.003330081039641497,0.003330081039641497,0.003330081039641497,0.003330081039641497
2021-02-11,-0.0056941024602822354,-0.0056941024602822354,-0.0056941024602822354,-0.0056941024602822354,-0.0038526186227489934,-0.003870408715012985,-0.0039000588687864157,-0.003949475791741985
2021-02-12,0.0006982744240193739,0.0006982744240193739,0.0006982744240193739,0.0006982744240193739,0.0004713348486118374,0.0004713348486118374,0.0004713348486118374,0.0004713348486118374
2021-02-13,-0.006430915233404888,-0.006430915233404888,-0.006430915233404888,-0.006430915233404888,-0.004341848862628339,-0.004341848862628339,-0.004341848862628339,-0.004341848862628339
2021-02-14,-0.006997568246990382,-0.006997568246990382,-0.006997568246990382,-0.006997568246990382,-0.004714513414561861,-0.004714513414561861,-0.004714513414561861,-0.004714513414561861
2021-02-15,-0.01070947124160715,-0.01070947124160715,-0.01070947124160715,-0.01070947124160715,-0.0071988048870944565,-0.0071988048870944565,-0.0071988048870944565,-0.0071988048870944565
2021-02-16,-0.005590337696868564,-0.005590337696868564,-0.005590337696868564,-0.005590337696868564,-0.003744483981396707,-0.003744483981396707,-0.003744483981396707,-0.003744483981396707
2021-02-17,-0.00758807040432341,-0.00758807040432341,-0.00758807040432341,-0.00758807040432341,-0.005073175449606726,-0.005073175449606726,-0.005073175449606726,-0.005073175449606726
2021-02-18,0.01875384133572755,0.01875384133572755,0.01875384133572755,0.01875384133572755,0.012506609901214771,0.012506609901214771,0.012506609901214771,0.012506609901214771
2021-02-19,0.023184480966192078,0.023055917439400053,0.022841644894746382,0.022484523986990412,0.026296208903905827,0.026198586677111724,0.02603588296578807,0.025764710113582057
2021-02-20,-0.01448957731042455,-0.014508862365276931,-0.01454100412336412,-0.014594573720176252,-0.016416272279374144,-0.016434216256400846,-0.01646412288477883,-0.01651396726540877
2021-02-21,0.014750794895500796,0.014662834951152837,0.01451623504390609,0.014271901865161363,0.01605408450534629,0.015960829200855065,0.015805403693369913,0.015546361180894586
2021-02-22,-0.011471023017346815,-0.011471023017346815,-0.011471023017346815,-0.011471023017346815,-0.01167977829072775,-0.0116946894966653,-0.011719541506561404,-0.011760961523054614
2021-02-23,-0.02245760254985929,-0.022511112394585253,-0.02260029546912845,-0.02274893392670052,-0.024240974210200217,-0.024315312591741023,-0.024439209894309144,-0.024645705398589235
2021-02-24,0.02414591190554205,0.02406800781907492,0.023938167674963262,0.02372176743477672,0.024969529737162377,0.02489527479530307,0.02477151655887111,0.02456525283148414
2021-02-25,-0.01894977343131299,-0.01894977343131299,-0.01894977343131299,-0.01894977343131299,-0.01793069410348469,-0.01797088230431798,-0.01803786263904028,-0.01814949653024389
2021-02-26,-0.009102938318781506,-0.009233947162517797,-0.0094522952354118,-0.009816208690234918,-0.009260346057266222,-0.00938585749418519,-0.00959504322238347,-0.009943686102714011
2021-02-27,0.002056654971323457,0.001980101253716615,0.0018525117243715084,0.0016398625087965524,0.0020931248227498145,0.002014806143568304,0.0018842750115988238,0.0016667231249833936
2021-02-28,-0.018261963606418852,-0.018379536392099993,-0.01857549103490186,-0.01890208210623845,-0.017668783461083915,-0.017756088641063927,-0.017901597274364023,-0.018144111663197404
2021-03-01,0.056062052839044085,0.056062052839044085,0.056062052839044085,0.056062052839044085,0.058410847592198945,0.058366252339168145,0.058291926917449555,0.05816805121458546
2021-03-02,-0.01895052608328529,-0.019051629881890464,-0.019220136212899308,-0.0195009800979139,-0.01864986798181123,-0.018750587906768867,-0.01891845444836482,-0.01919823201769133
2021-03-03,0.0024845539511342274,0.0023996266016721446,0.00225808101923497,0.00202217171517316,0.0024314605536255307,0.0023547440514559703,0.002226883214506925,0.0020137818195915536
2021-03-04,-0.01726022085534462,-0.01726022085534462,-0.01726022085534462,-0.01726022085534462,-0.01684290409759681,-0.01685968450689923,-0.016887651855736818,-0.01693426410379928
2021-03-05,-0.006343048301975185,-0.006343048301975185,-0.006343048301975185,-0.006343048301975185,-0.006270101301313558,-0.006300006168770689,-0.006349847614532278,-0.006432916690801704
2021-03-06,-0.0009287746573027889,-0.0011238505221263795,-0.0014489769634993266,-0.0019908543657872757,-0.0008006877966506565,-0.0009844694210537908,-0.001290772128392348,-0.0018012766406231284
2021-03-07,0.019609965839426646,0.01943804537875571,0.019151511277637923,0.018673954442441243,0.01951634125003432,0.019337838321555667,0.01904033344075806,0.0185444919727622
2021-03-08,0.00019867371487491958,0.00019867371487491958,0.00019867371487491958,0.00019867371487491958,0.00020735345885247725,0.00020735345885247725,0.00020735345885247725,0.00020735345885247725
2021-03-09,0.0757004749435275,0.0757004749435275,0.0757004749435275,0.0757004749435275,0.07194631122753581,0.07190671348738698,0.07184071725380559,0.07173072353116972
2021-03-10,-0.01867788231622125,-0.01867788231622125,-0.01867788231622125,-0.01867788231622125,-0.015475521196154807,-0.015567530904201932,-0.01572088041761399,-0.01597646293996735
2021-03-11,0.016237758657406065,0.01588737655013417,0.015303406371347972,0.014330122740037421,0.015546693792227284,0.01528911407412159,0.014859814543945582,0.014144315326985568
2021-03-12,-0.02056859085264029,-0.02082592953363871,-0.021254827335302928,-0.02196965700474318,-0.01651922877557499,-0.01676484977654391,-0.017174218111492445,-0.017856498669739596
2021-03-13,-0.011882872963934865,-0.012186821643841994,-0.012693402777020468,-0.013537704665651407,-0.010892520747292078,-0.011203275591868733,-0.011721200332829862,-0.012584408234431743
2021-03-14,0.017117376552533647,0.016839655872829207,0.016376788073321658,0.015605341740809298,0.016256580739434368,0.01594720216494805,0.015431571207470629,0.014572186278341892
2021-03-15,-0.017117864441954622,-0.017117864441954622,-0.017117864441954622,-0.017117864441954622,-0.012912562011561657,-0.012945133628807115,-0.012999419657549471,-0.013089896372119991
2021-03-16,0.028166309617969176,0.028166309617969176,0.028166309617969176,0.028166309617969176,0.029847858597997323,0.029847858597997323,0.029847858597997323,0.029847858597997323
2021-03-17,0.01816401892824615,0.01816401892824615,0.01816401892824615,0.01816401892824615,0.01193599636736864,0.01193599636736864,0.01193599636736864,0.01193599636736864
2021-03-18,0.009055920663308736,0.00866137505471154,0.00800379904038273,0.0069078390165013825,0.008053394981396567,0.007781974653575885,0.007329607440541341,0.006575662085483547
2021-03-19,0.007137493502542336,0.007137493502542336,0.007137493502542336,0.007137493502542336,0.007553546854671689,0.007524693555906126,0.007476604724629965,0.0073964566725033265
2021-03-20,0.010289760507952606,0.01013257195695294,0.009870591038620313,0.009433956174732527,0.00996711178352716,0.009839532840038467,0.00962690126755783,0.009272515313422991
2021-03-21,0.024545858784873475,0.024545858784873475,0.024545858784873475,0.024545858784873475,0.022978688731694952,0.022962638823806447,0.02293588897732568,0.02289130589985744
2021-03-22,-0.02030501168372023,-0.02030501168372023,-0.02030501168372023,-0.02030501168372023,-0.020345182810870277,-0.02037463896434666,-0.02042373255347374,-0.020505555202019132
2021-03-23,0.004823862029650128,0.004823862029650128,0.004823862029650128,0.004823862029650128,-0.0017270035954994878,-0.0017603940369153026,-0.0018160447726084383,-0.0019087959987633685
2021-03-24,-0.01967045448370497,-0.01967045448370497,-0.01967045448370497,-0.01967045448370497,-0.015486795116788743,-0.015557141752813086,-0.01567438614618688,-0.015869793468476723
2021-03-25,0.017499762511857364,0.017461064136075066,0.017396566843104422,0.017289071354820384,0.01849650117303958,0.01836480098078286,0.018145300660354913,0.01777946679297515
2021-03-26,0.018141724998634867,0.018141724998634867,0.018141724998634867,0.018141724998634867,0.01793725805911439,0.017918445663816618,0.017887091671653588,0.01783483501804839
2021-03-27,-0.007418321046210763,-0.007625568464722288,-0.007970980828908125,-0.008546668102551225,-0.007993877911726899,-0.008175075470137516,-0.008477071400821878,-0.008980397951962593
2021-03-28,0.010591891582467428,0.010479541942736148,0.01029229254318409,0.009980210210597473,0.010469128025139662,0.01037940139794502,0.010229857019287136,0.009980616388191033
2021-03-29,0.005920758802813397,0.005920758802813397,0.005920758802813397,0.005920758802813397,0.005722488096017386,0.00568336773028566,0.005618167120732487,0.005509499438143939
2021-03-30,0.005996852934774033,0.005996852934774033,0.005996852934774033,0.005996852934774033,0.006710097537380166,0.0066878331146642545,0.006650725743470476,0.0065888801248144
2021-03-31,0.010126421131534835,0.010126421131534835,0.010126421131534835,0.010126421131534835,0.009941902448210582,0.009921177849230522,0.009886636850930275,0.009829068520429862
2021-04-01,-0.013304525733115358,-0.013304525733115358,-0.013304525733115358,-0.013304525733115358,-0.012156259476167164,-0.012187678809579161,-0.012240044365265934,-0.01232732029141026
2021-04-02,-0.005323727326724037,-0.005400170299118767,-0.005527575253109984,-0.005739916843095383,-0.006257399362869287,-0.006366647790255309,-0.006548728502565604,-0.006852196356415985
2021-04-03,-0.0022237415500689917,-0.0022237415500689917,-0.0022237415500689917,-0.0022237415500689917,-0.000715505157815266,-0.000767409368398364,-0.0008539163860367127,-0.0009980947487675529
2021-04-04,0.007430673114077191,0.00728818939436926,0.007050716528189671,0.006654928417890282,0.007759898935963072,0.007683970780252736,0.00755742385406899,0.007346512310429265
2021-04-05,-0.012283554545934439,-0.012283554545934439,-0.012283554545934439,-0.012283554545934439,-0.012194277707729961,-0.01223448475578448,-0.012301496502541753,-0.012413182747137541
2021-04-06,-0.015862229392936023,-0.01615835806859056,-0.016651905861347904,-0.01747448551594344,-0.016272109620455,-0.016544481570291647,-0.016998434820019614,-0.01775502356956593
2021-04-07,-0.019755834351035895,-0.020071609993362105,-0.02059790273057238,-0.021475057292589472,-0.018884116628964498,-0.01914014268835884,-0.019566852787349376,-0.020278036285667045
2021-04-08,0.0006118860820250038,0.0004016111905777997,5.115303816571881e-05,-0.0005329438825210087,0.0011527182242665468,0.000957690122464605,0.0006326432861281095,9.089855890076493e-05
2021-04-09,0.02866604509789772,0.028555110752360058,0.028370220176463734,0.028062069216636898,0.028753998188177032,0.028659878907930647,0.028503013440853486,0.028241570995724885
2021-04-10,0.010106046842299543,0.010106046842299543,0.010106046842299543,0.010106046842299543,0.012786954077805834,0.012723492458583063,0.012617723093211852,0.012441440817593019
2021-04-11,0.007333229621850679,0.007132264042159164,0.006797321409339974,0.006239083687974656,0.007178998873617948,0.006956764566099505,0.0065863740535689885,0.005969056532684425
2021-04-12,-0.015689185911604175,-0.015830743017612114,-0.016066671527625642,-0.016459885710981226,-0.01432924636170585,-0.014452346354690948,-0.014657513009666112,-0.014999457434624719
2021-04-13,0.023733687252221358,0.023399222403360564,0.022841780988592575,0.02191271196397926,0.02380799265339051,0.023502191062753752,0.022992521745025973,0.022143072882146342
2021-04-14,0.009904749060350104,0.0097161474885048,0.009401811535429072,0.00887791828030271,0.009575343899168143,0.00941067310785737,0.009136221789006083,0.008678802924254159
2021-04-15,-0.01195269676271593,-0.012327203097582728,-0.01295138032236054,-0.013991675696990336,-0.009829178694884866,-0.0101757949836071,-0.010753488798143973,-0.011716311822372427
2021-04-16,-0.00749945273814101,-0.007752227102829967,-0.008173517710644895,-0.008875668723669627,0.0014396338833271294,0.0011739245348538763,0.0007310756207314917,-7.0059028056679296e-06
2021-04-17,-0.013525964935421797,-0.01360388070454599,-0.01373374031975294,-0.01395017301176471,-0.015849052318680057,-0.015932498413467444,-0.016071575238112867,-0.01630336994585546
2021-04-18,-0.011537748475351162,-0.011769783699631886,-0.012156509073433464,-0.012801051363102611,-0.009315833527722361,-0.009541388923760441,-0.009917314583824277,-0.010543857350597041
2021-04-19,0.03565473880310588,0.035407086381286756,0.03499433234492111,0.034306408950978584,0.037388675804638005,0.037157585898184964,0.03677243605409686,0.03613051964728342
2021-04-20,-0.040883944170330366,-0.04098926881462461,-0.041164809888448284,-0.041457378344821105,-0.03836939102226489,-0.03850077498657267,-0.038719748260418796,-0.03908470371682893
2021-04-21,-0.0097585430740601,-0.010037731396666083,-0.010503045267676092,-0.011278568386026255,-0.009339236006076335,-0.009562582080785198,-0.009934825538633563,-0.010555231301714207
2021-04-22,-0.03589942281725278,-0.03589942281725278,-0.03589942281725278,-0.03589942281725278,-0.03324078580558021,-0.03324078580558021,-0.03324078580558021,-0.03324078580558021
2021-04-23,-0.010093914804121251,-0.010093914804121251,-0.010093914804121251,-0.010093914804121251,-0.010784180444384894,-0.010856520543647052,-0.010977087375750427,-0.01117803209592294
2021-04-24,0.017763806450433295,0.017763806450433295,0.017763806450433295,0.017763806450433295,0.01872472152480098,0.01872472152480098,0.01872472152480098,0.01872472152480098
2021-04-25,-0.015361595118067117,-0.015361595118067117,-0.015361595118067117,-0.015361595118067117,-0.016471749472149022,-0.016471749472149022,-0.016471749472149022,-0.016471749472149022
2021-04-26,0.015978785763475,0.015978785763475,0.015978785763475,0.015978785763475,0.017930925445640566,0.017930925445640566,0.017930925445640566,0.017930925445640566
2021-04-27,0.001216972093470936,0.001216972093470936,0.001216972093470936,0.001216972093470936,0.0012726388416355316,0.0012581890619098868,0.0012341060956999605,0.001193967818683861
2021-04-28,0.04134585951978842,0.04134585951978842,0.04134585951978842,0.04134585951978842,0.04328917283833,0.04328917283833,0.04328917283833,0.04328917283833
2021-04-29,-0.01427398574805483,-0.01427398574805483,-0.01427398574805483,-0.01427398574805483,-0.014917045547722219,-0.014917045547722219,-0.014917045547722219,-0.014917045547722219
2021-04-30,0.02533751260570427,0.02533751260570427,0.02533751260570427,0.02533751260570427,0.026496282692700435,0.026496282692700435,0.026496282692700435,0.026496282692700435
2021-05-01,0.04228428898192127,0.04228428898192127,0.04228428898192127,0.04228428898192127,0.044168176415197324,0.044168176415197324,0.044168176415197324,0.044168176415197324
2021-05-02,-0.012400074607262335,-0.012400074607262335,-0.012400074607262335,-0.012400074607262335,-0.010650427595193412,-0.010744996925556971,-0.010902612476162976,-0.011165305060506392
2021-05-03,0.04866319963557553,0.04866319963557553,0.04866319963557553,0.04866319963557553,0.04168131251674945,0.04168131251674945,0.04168131251674945,0.04168131251674945
