,TOP20_MOM_top8_biweekly__bull_only__NO_STOP,TOP20_MOM_top8_biweekly__bull_only__BTC_LT_14D,TOP20_MOM_top8_biweekly__bull_only__BTC_LT_14D_CONFIRM2,TOP20_MOM_top8_biweekly__bull_only__BTC_LT_20DMA
2022-04-08,-0.21223200730365055,-0.09202952831028988,-0.13316647603539156,-0.14531074251371023
2022-04-09,-0.18874842937838998,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-10,-0.22007558638724822,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-11,-0.2820652548695166,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-12,-0.2573376950664017,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-13,-0.23820221106449657,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-14,-0.26447486211966775,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-15,-0.25676998918721783,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-16,-0.25413751878002333,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-17,-0.27358325962986807,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-18,-0.2503177087108609,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-19,-0.21998738102560345,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-20,-0.22338961619001563,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-21,-0.24936391031582028,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-22,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-23,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-24,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-25,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-26,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-27,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-28,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-29,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-04-30,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-01,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-02,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-03,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-04,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-05,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-06,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-07,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-08,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-09,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-10,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-11,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-12,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-13,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-14,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-15,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-16,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-17,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-18,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-19,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-20,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-21,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-22,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-23,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-24,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-25,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-26,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-27,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-28,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-29,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-30,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-05-31,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-01,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-02,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-03,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-04,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-05,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-06,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-07,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-08,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-09,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-10,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-11,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-12,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-13,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-14,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-15,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-16,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-17,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-18,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-19,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-20,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-21,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-22,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-23,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-24,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-25,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-26,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-27,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-28,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-29,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-06-30,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-01,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-02,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-03,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-04,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-05,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-06,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-07,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-08,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-09,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-10,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-11,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-12,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
2022-07-13,-0.25086518249518863,-0.09202952831028988,-0.13490014308332077,-0.14531074251371023
